ID,Confidence,R.A.,Decl.,D,Teff,logg,[Fe/H],Source
48583,0.937012,329.4682639,18.86904189,12431.4131,,,,
48584,0.706055,333.5460126,19.81911689,4935.587612,,,,
48585,0.708984,336.0337773,20.31303596,6770.900492,,,,
48586,0.910645,336.6115111,20.25650861,12810.32827,,,,
48587,0.604492,337.1835035,20.52970803,61410.04187,,,,
48588,0.673828,338.2880931,20.54700864,33968.52645,,,,
48589,0.938965,338.232489,20.63023616,20781.11176,,,,
48590,0.91748,339.7605794,20.88330317,25564.83988,,,,
48591,0.854004,340.5661621,21.05707752,22857.00075,,,,
48592,0.67627,340.6293771,20.92218096,11678.58222,,,,
48593,0.763184,340.6879388,21.089679,45115.85382,,,,
48594,0.890137,326.6585707,18.66180522,21280.65035,,,,
48595,0.733398,329.2533544,19.32839079,,,,,
48596,0.847656,329.2625629,19.39244782,11827.88092,,,,
48597,0.869629,329.4171638,19.26261164,15140.59115,,,,
48598,0.898926,330.613374,19.69474595,12950.5892,,,,
48599,0.693848,330.8181544,19.70408714,6009.824663,9233.9,3.528699,-1.324279,N
48600,0.693848,331.6608804,19.93294194,7912.503694,,,,
48601,0.815918,335.8183708,20.63608648,45283.07181,,,,
48602,0.824219,336.2872577,20.67641886,6417.776405,,,,
48603,0.86084,337.5648505,21.00781363,,,,,
48604,0.927734,338.8297965,21.09125284,37020.83716,,,,
48605,0.786133,339.442925,21.20860669,38070.08438,,,,
48606,0.880859,342.3518041,21.6026013,37268.66057,,,,
48607,0.78418,342.7474582,21.63137266,37259.34248,,,,
48608,0.862793,342.7418374,21.68918346,26744.69593,,,,
48609,0.716797,325.6989625,18.91265388,44442.13884,,,,
48610,0.958984,325.6363208,18.89704416,22660.16968,,,,
48611,0.855469,328.7009853,19.66395009,7479.768674,,,,
48612,0.651855,329.0799528,19.63520263,79704.65882,,,,
48613,0.669922,329.124629,19.63191146,87598.61906,,,,
48614,0.92041,332.1612856,20.28468398,37632.08514,,,,
48615,0.722656,333.1627061,20.53169279,18288.34268,8606.201405,3.38895993,-1.586615901,
48616,0.92334,333.0234703,20.5817325,23193.57475,,,,
48617,0.632812,333.2533961,20.6169218,47785.39951,,,,
48618,0.90332,342.3014534,22.15304054,,,,,
48619,0.956543,342.9106902,22.05915168,9822.019529,,,,
48620,0.918945,349.0550509,25.46381467,17968.96302,,,,
48621,0.931152,359.4241133,26.24817253,15782.77372,,,,
48622,0.874512,1.535667132,26.39966913,13116.22508,,,,
48623,0.61377,3.668150078,26.33729575,34127.80881,,,,
48624,0.896484,5.082665719,26.28795456,22849.61791,,,,
48625,0.739258,348.5263984,25.76804405,70401.59071,,,,
48626,0.72168,350.1353051,26.00796356,,,,,
48627,0.777832,350.6646565,25.94461181,11004.64756,13566.8,3.958344,0.789529,
48628,0.855469,350.8038003,26.13029177,39121.56903,,,,
48629,0.910645,351.5804716,26.19717679,18695.44223,,,,
48630,0.955566,352.4938949,26.12418656,22208.31751,,,,
48631,0.827148,352.9927247,26.34662124,,,,,
48632,0.835938,353.1119672,26.19792532,21964.55552,,,,
48633,0.849121,0.240606429,26.67976843,25507.86902,,,,
48634,0.774902,8.45878565,26.80882971,7555.926255,9576.6,3.047813,-1.775414,N
48635,0.698242,347.9647202,26.20522981,,,,,
48636,0.939453,348.5381734,26.22203201,27976.17198,,,,
48637,0.70459,353.753111,26.62134029,,,,,
48638,0.915527,355.8863841,26.80037248,26089.16838,,,,
48639,0.902344,357.4731387,26.94330471,44944.39528,,,,
48640,0.952637,2.123624974,27.18904311,11449.64194,,,,
48641,0.865234,3.798077494,27.10066011,34544.39421,,,,
48642,0.693848,347.0904508,26.43188133,22947.22798,,,,
48643,0.892578,347.0968081,26.49923888,36610.39433,,,,
48644,0.898926,352.7118682,26.99197536,32853.50875,,,,
48645,0.853516,354.0518378,27.12843225,57356.44041,,,,
48646,0.722168,355.9312596,27.27719261,6892.289455,,,,
48647,0.861328,356.109629,27.29855452,46623.55799,,,,
48648,0.853516,4.103753978,27.69714098,11739.78784,,,,
48649,0.918945,346.5196435,26.83628671,,,,,
48650,0.935547,352.0105084,27.35927176,11748.14703,,,,
48651,0.64209,352.3400473,27.56075918,80710.54097,,,,
48652,0.631836,357.037834,27.70504325,10656.75145,,,,
48653,0.863281,356.95184,27.73342113,31885.22864,,,,
48654,0.864258,357.6626386,27.76542187,64833.4633,,,,
48655,0.884766,359.0956253,27.86424574,13379.39518,,,,
48656,0.629883,3.765283306,28.12791613,58494.40374,,,,
48657,0.9375,3.687822966,27.94605401,21285.66356,8827.655724,3.700466519,-1.496671359,
48658,0.745605,5.206564543,28.00567644,64070.84529,,,,
48659,0.836426,5.237275594,28.12847882,,,,,
48660,0.95459,12.73453777,27.85340163,20586.65979,9183.698097,3.802789018,-1.209268238,
48661,0.938965,356.1307057,28.0767799,8502.730426,,,,
48662,0.921875,21.91033027,27.93843262,21250.80095,9004.959906,3.400814967,-1.683758539,N
48663,0.938477,22.55776993,27.88937891,30468.43516,,,,
48664,0.817871,27.73538095,26.97825362,37766.46081,,,,
48665,0.905273,11.36351033,29.26617356,27282.88459,,,,
48666,0.837402,23.62044526,28.23020899,34690.62855,,,,
48667,0.747559,25.38469268,27.90953852,50268.23752,,,,
48668,0.913086,25.32757395,27.99641466,14321.828,12356.8,0.922765,-1.52155,
48669,0.90918,30.08943973,27.1041925,19530.63254,,,,
48670,0.816406,10.83984484,29.80712635,36198.79059,,,,
48671,0.887207,18.68566348,29.23030674,,,,,
48672,0.775879,21.48766127,28.79537496,51267.14391,,,,
48673,0.728516,25.27380892,28.43196416,5743.539655,9977.7,2.882247,0.396288,N
48674,0.931641,10.95998871,30.25512269,22924.53994,,,,
48675,0.933105,10.93319372,30.16162594,,,,,
48676,0.825684,17.68328419,29.64205966,6663.813402,,,,
48677,0.703125,25.69698103,28.67105618,26727.79838,,,,
48678,0.774902,25.76240199,28.73762693,,,,,
48679,0.759277,26.16998174,28.51800444,8789.534076,7267.8,3.368031,-0.946946,
48680,0.790039,26.24508807,28.55618862,43398.53474,,,,
48681,0.86084,27.36661497,28.33608264,20502.34604,8444.3,3.879514,-0.867259,
48682,0.831055,32.74238198,27.32869073,7276.226081,,,,
48683,0.958984,12.08700097,30.56245027,17000.58281,,,,
48684,0.888184,15.58471167,30.25770956,7408.223957,,,,
48685,0.853027,26.55640559,28.9094747,17592.47473,7958.4,3.135912,-1.593191,N
48686,0.883789,26.6139347,28.89030933,33290.4669,,,,
48687,0.77832,11.23171326,31.02317778,,,,,
48688,0.936523,12.24689704,30.96441794,20195.49955,,,,
48689,0.69043,17.63279988,30.48884613,,,,,
48690,0.767578,17.71925748,30.59542694,58799.06736,,,,
48691,0.84668,25.24819317,29.60002101,39156.31445,9213.893574,4.016310584,-2.107197429,
48692,0.634766,328.0722025,17.07072096,70808.47352,,,,
48693,0.914062,329.55185,17.46379028,21527.08353,8958.648253,3.590729181,-1.471056871,
48694,0.744629,338.8283304,19.13455497,,,,,
48695,0.652832,349.290051,20.56693251,,,,,
48696,0.918945,351.5992687,20.84541215,19288.15405,,,,
48697,0.742676,355.1077306,21.01322775,53957.77498,,,,
48698,0.910156,355.1931819,21.08560905,29623.72183,,,,
48699,0.646484,325.4052255,17.03659418,,,,,
48700,0.684082,325.7437062,17.06115879,33967.34743,,,,
48701,0.896973,325.8484052,17.05348046,16889.37483,,,,
48702,0.663574,326.3185498,17.09730297,31382.55566,,,,
48703,0.653809,326.5298492,17.3001353,52787.08605,,,,
48704,0.930176,326.617156,17.30754798,13201.17636,,,,
48705,0.734375,328.330161,17.63591881,6627.390576,,,,
48706,0.862305,329.6419901,17.88638558,13761.86889,9036.87036,3.421493745,-1.226627985,
48707,0.87207,329.9881306,18.00480589,,,,,
48708,0.95166,340.6682413,19.94673077,27848.90814,,,,
48709,0.898438,345.5402957,20.69355515,,,,,
48710,0.918457,345.6254373,20.65186246,,,,,
48711,0.938477,346.0756047,20.56966787,14483.2347,8569.3,3.856423,-2.177902,
48712,0.788086,349.4187826,21.09227592,28648.35108,,,,
48713,0.894043,349.3594988,20.90458704,,,,,
48714,0.680664,324.9184931,17.36159437,29786.72869,,,,
48715,0.866699,330.5274423,18.56605903,,,,,
48716,0.791992,331.7746468,18.78024523,56254.42527,,,,
48717,0.897949,331.6482489,18.79931922,34076.54879,,,,
48718,0.699219,331.9961431,18.90348844,52582.9897,,,,
48719,0.702148,332.0643368,18.91476581,63961.38969,,,,
48720,0.790039,332.0200689,18.90651705,53675.78764,,,,
48721,0.844238,332.6612506,19.03526959,11020.81339,,,,
48722,0.882812,335.3803035,19.58219621,16707.62481,,,,
48723,0.938965,335.8450032,19.53367907,27533.0615,,,,
48724,0.868652,336.7951306,19.80489106,48672.67469,,,,
48725,0.799316,337.1916727,19.7891086,50890.5678,,,,
48726,0.612305,339.7198552,20.17216392,6434.828703,9375.984773,3.64528717,-2.35733847,
48727,0.776367,349.4934488,21.45977858,52722.01911,,,,
48728,0.914551,349.4738144,21.4857533,40044.38705,,,,
48729,0.876953,351.5653843,21.66156773,10321.7319,,,,
48730,0.966797,356.9355352,22.04992492,28849.34743,,,,
48731,0.922363,358.3235096,21.99740219,7716.176639,,,,
48732,0.804688,329.8255511,18.71731834,22028.49849,,,,
48733,0.675293,330.2716553,18.91968761,6762.297425,,,,
48734,0.640625,330.983868,19.10681646,,,,,
48735,0.919434,330.9776854,18.96817949,23337.25788,,,,
48736,0.910645,332.644839,19.45689828,36737.94056,,,,
48737,0.916016,332.6788923,19.46721528,21910.59595,,,,
48738,0.838379,332.7862507,19.47162824,23429.7461,8972.393503,3.557834656,-1.5277553,
48739,0.921387,332.7783086,19.51129716,39274.03378,,,,
48740,0.908203,334.5046083,19.68197316,26933.47885,,,,
48741,0.905273,335.591271,19.9828135,34292.96998,,,,
48742,0.84082,336.2975591,20.17032634,,,,,
48743,0.646484,336.8088432,20.26878689,,,,,
48744,0.752441,336.8181399,20.24265957,11282.52903,,,,
48745,0.810547,337.5604089,20.23539735,,,,,
48746,0.833496,337.5772708,20.3453641,13335.68057,,,,
48747,0.73584,339.8205446,20.61692627,7622.507066,,,,
48748,0.763184,346.0519043,21.4967139,10238.42478,12225.7,6.182452,-9,N
48749,0.898438,351.0252062,22.08487121,12543.56142,,,,
48750,0.808105,325.083005,18.08415041,20432.33573,,,,
48751,0.933594,325.8751925,18.31167642,24292.47439,,,,
48752,0.895508,326.5061491,18.5428589,47490.73064,,,,
48753,0.703125,326.6809857,18.60733228,32074.57566,,,,
48754,0.696777,326.9898825,18.70529439,,,,,
48755,0.913574,327.7013743,18.8446809,20601.86727,,,,
48756,0.768066,327.8403006,18.77526373,29896.80528,,,,
48757,0.876953,331.5175572,19.55396433,34317.51336,,,,
48758,0.872559,333.1550385,19.95884624,34436.41996,,,,
48759,0.930664,338.7771551,20.8198571,20872.00124,,,,
48760,0.857422,347.5822793,22.05649529,61645.46613,,,,
48761,0.842285,354.1760737,22.75966243,9787.755525,,,,
48762,0.788574,355.0646574,22.63210011,,,,,
48763,0.876465,327.7421617,19.22171297,40209.70313,,,,
48764,0.719727,329.3617385,19.47633774,6856.344072,,,,
48765,0.687988,330.2761663,19.7701161,59101.4295,,,,
48766,0.921875,330.8975338,19.88073345,8397.396809,,,,
48767,0.71875,333.0663933,20.38274187,35527.06494,,,,
48768,0.913086,333.1177018,20.24177391,18659.31351,8808.828175,3.454940951,-1.504013754,N
48769,0.938477,337.3044962,21.0052984,26953.42034,,,,
48770,0.782227,338.9692569,21.34862401,56123.52835,,,,
48771,0.895508,338.9957289,21.34601869,54186.28526,,,,
48772,0.816895,343.588721,22.00562456,22287.78538,,,,
48773,0.927246,345.4527395,22.25093687,18373.86431,,,,
48774,0.789551,353.8734857,23.17291344,73676.07224,,,,
48775,0.757324,354.3636404,23.07025289,13163.10113,,,,
48776,0.762695,355.141801,23.18155039,79339.11567,,,,
48777,0.791992,355.6041185,23.16616468,8832.350985,,,,
48778,0.919922,357.0969952,23.30762012,18971.00592,,,,
48779,0.881348,359.1803455,23.41556327,29139.25846,,,,
48780,0.889648,333.143916,22.67835626,34495.31953,,,,
48781,0.632324,334.2174573,22.81969592,65805.80198,,,,
48782,0.687988,334.9284512,23.02237174,,,,,
48783,0.734375,338.1595974,23.62060558,,,,,
48784,0.654297,338.8495264,23.9345006,38807.45765,,,,
48785,0.741211,340.2841643,24.21518955,12702.35103,,,,
48786,0.855469,340.1897008,24.11441269,36325.87694,,,,
48787,0.928223,343.2032966,24.58391483,,,,,
48788,0.797363,343.2844685,24.70192632,36436.81671,,,,
48789,0.870117,347.4863805,25.15570605,15007.13398,,,,
48790,0.729492,325.4418463,21.10234878,7897.945303,,,,
48791,0.822754,325.8214323,21.15217369,50565.07237,,,,
48792,0.931152,326.4239935,21.48827617,14637.44092,,,,
48793,0.835449,328.7997413,22.02576571,14102.17294,,,,
48794,0.868164,331.5470319,22.64236259,13687.50407,,,,
48795,0.887695,332.5018888,22.96863069,,,,,
48796,0.94043,332.5407233,23.00014664,31111.25154,,,,
48797,0.783691,333.0257817,23.09648306,7807.82541,,,,
48798,0.833496,333.0011779,23.11289338,,,,,
48799,0.766113,335.1163822,23.51100883,,,,,
48800,0.803711,335.203327,23.45278278,28367.18577,,,,
48801,0.837891,336.4490477,23.83436236,41442.07862,,,,
48802,0.895996,336.3586303,23.90412983,,,,,
48803,0.933594,337.8675176,24.18454703,26587.90557,,,,
48804,0.719727,340.6320342,24.58898923,58601.9664,,,,
48805,0.940918,343.862265,25.14256055,20181.55413,,,,
48806,0.623047,347.2346759,25.72609027,82136.08035,,,,
48807,0.899414,324.8863508,21.34227986,10890.30295,,,,
48808,0.926758,325.0085069,21.42500778,16356.68816,,,,
48809,0.79834,327.8379063,22.25134696,10677.20781,,,,
48810,0.901367,330.1522609,22.7377724,30384.95895,,,,
48811,0.630371,330.6117284,22.94274228,4989.297951,,,,
48812,0.896973,331.5456354,23.21609024,16976.4577,8963.010024,3.358950029,-1.583128639,N
48813,0.839355,334.2077209,23.82190629,11049.68214,,,,
48814,0.716309,335.221404,23.99405142,70468.4295,,,,
48815,0.675781,336.8238869,24.2739403,7036.015359,,,,
48816,0.762695,337.1299711,24.36960938,9023.906539,,,,
48817,0.898438,342.997008,25.44491964,,8927.403097,3.828540954,-1.634355071,
48818,0.868652,346.6855282,25.92713797,39665.91527,,,,
48819,0.905273,326.8531592,22.32988917,16227.36988,,,,
48820,0.722168,329.0318727,22.90156518,17921.76491,,,,
48821,0.871582,328.9446996,22.86336837,32679.22597,,,,
48822,0.902832,329.0108428,22.86731393,,,,,
48823,0.926758,328.9504828,23.01249854,,,,,
48824,0.769531,331.3288953,23.48152575,6622.580297,,,,
48825,0.787109,331.2736153,23.45603316,8748.317405,,,,
48826,0.606445,331.573623,23.50402613,8108.236638,,,,
48827,0.919922,331.7410231,23.62294694,21665.64866,,,,
48828,0.741699,333.1842964,23.96659429,52468.22455,,,,
48829,0.623535,339.7832734,25.35830438,27806.66883,8517.069248,3.382101186,-1.590713858,
48830,0.891602,341.3915146,25.50805097,16319.91499,8126.8,3.29863,-1.514867,N
48831,0.610352,345.3738393,26.2908953,,,,,
48832,0.909668,347.0965948,26.49897021,36610.39433,,,,
48833,0.741699,326.5883629,22.69861347,27672.86178,,,,
48834,0.893066,326.5863915,22.75110344,,33811.2,6.107585,-9,
48835,0.865723,328.0904261,23.23655625,16032.33088,,,,
48836,0.887695,328.1038961,23.05858301,28012.7582,,,,
48837,0.944824,328.8762755,23.24496326,27498.06874,,,,
48838,0.888184,329.2068549,23.49086893,11790.54931,,,,
48839,0.849121,330.879756,23.75358352,16996.62235,,,,
48840,0.916016,331.6172773,24.05802365,17370.14818,,,,
48841,0.658203,332.0014914,24.16817234,,,,,
48842,0.724121,332.0770323,24.19957684,11931.05358,,,,
48843,0.905273,332.4433515,24.30991906,22870.22046,,,,
48844,0.924805,332.4360053,24.26073975,22408.24414,,,,
48845,0.709473,335.8633456,25.03424042,45233.70838,,,,
48846,0.849609,337.0743061,25.13134464,8744.524855,,,,
48847,0.746094,338.8201208,25.60314988,36558.84212,,,,
48848,0.894043,340.3233668,25.79508421,35122.28014,,,,
48849,0.897949,341.5089703,26.00184529,37989.29014,,,,
48850,0.932617,341.5285859,25.95602642,20742.46311,10287.8,3.417232,-1.341887,
48851,0.937012,342.4360876,26.2915725,16694.16566,11010.7,4.914873,-3.165033,
48852,0.690918,344.5573431,26.4940423,75597.90997,,,,
48853,0.855469,348.7650355,27.09661717,,,,,
48854,0.920898,348.8748949,27.05387252,42506.46663,,,,
48855,0.873047,325.1422508,22.81047723,23506.02707,,,,
48856,0.640625,325.2347784,22.76245121,,,,,
48857,0.797363,325.3170644,22.73060391,27120.08497,,,,
48858,0.658203,325.6321711,22.94458711,,,,,
48859,0.863281,325.6740518,22.90045965,45660.72046,,,,
48860,0.932617,325.5168927,22.87450603,9914.001943,,,,
48861,0.931152,329.820321,24.0790312,9810.008715,,,,
48862,0.749512,330.1278068,24.0904381,55655.10537,,,,
48863,0.637207,332.0421209,24.62101882,10293.63956,,,,
48864,0.944824,331.9716424,24.58992162,21913.04326,,,,
48865,0.91748,334.1182319,24.98179359,8900.791794,,,,
48866,0.779297,336.0458646,25.53555853,45418.29563,,,,
48867,0.878906,336.1022106,25.47948043,8832.243536,,,,
48868,0.904785,336.001381,25.46412502,11746.95056,,,,
48869,0.803711,336.6831839,25.51183253,52765.31736,,,,
48870,0.845215,340.7274498,26.31565681,8508.597359,,,,
48871,0.875,340.7992362,26.32010272,,,,,
48872,0.868164,343.4708446,26.70718052,27780.09147,,,,
48873,0.949707,325.0469607,20.79606013,,,,,
48874,0.90625,325.8400353,20.89893207,34977.83647,,,,
48875,0.703125,329.8144685,21.99703345,18047.86408,,,,
48876,0.639648,331.2578993,22.54596715,,,,,
48877,0.931641,331.2278462,22.51969754,18934.47478,,,,
48878,0.630859,335.6513491,23.51164948,,,,,
48879,0.771973,337.0085726,23.71150467,7391.099634,,,,
48880,0.942383,340.181004,24.26003509,18990.91244,8863.9,2.164901,-0.882991,
48881,0.851562,341.1036874,24.42838135,32892.37467,,,,
48882,0.91748,344.5404468,25.12401149,8086.760871,,,,
48883,0.928711,350.4210012,25.81752982,16790.56107,,,,
48884,0.673828,353.6363523,26.20267593,,,,,
48885,0.756836,353.5767882,26.17590271,15320.22425,,,,
48886,0.607422,358.0608988,26.31849625,87507.14351,,,,
48887,0.716797,326.3450591,21.49884389,,,,,
48888,0.905762,328.2526341,22.10939862,36277.00341,,,,
48889,0.854492,331.1828234,22.92346287,11152.75673,9140.897826,3.406759393,-1.511709932,N
48890,0.727051,333.7074439,23.36912929,,,,,
48891,0.906738,335.1738804,23.68536892,32782.63192,,,,
48892,0.836914,336.3723451,23.96083406,29916.06332,,,,
48893,0.914062,336.8298402,24.02503938,24795.24556,,,,
48894,0.887207,339.8615664,24.71260805,10924.14698,,,,
48895,0.939941,340.535301,24.90390831,19704.36177,,,,
48896,0.883301,342.3854033,25.08001393,26740.78669,,,,
48897,0.686523,343.295026,25.37614708,48056.93789,,,,
48898,0.70752,351.8651559,26.35583793,,,,,
48899,0.727051,353.5548712,26.43278631,7311.53797,,,,
48900,0.928711,324.7917495,21.62481908,13485.03026,,,,
48901,0.882324,325.8225955,21.77397598,37600.71894,,,,
48902,0.916992,325.8627803,21.79269525,20463.65459,,,,
48903,0.915039,325.9340877,21.99318072,14673.17723,,,,
48904,0.94873,328.5644135,22.56170842,17998.70283,,,,
48905,0.768555,332.7273418,23.69694374,10406.61254,,,,
48906,0.648438,333.5238094,23.84261398,24262.57242,,,,
48907,0.867188,333.6797912,23.81864422,27542.12183,,,,
48908,0.673828,338.1750228,24.79676385,,,,,
48909,0.928223,338.2375084,24.80286728,17544.0348,8921.5,3.39192,-1.103286,N
48910,0.871582,340.8179228,25.22620683,15702.4611,,,,
48911,0.888672,340.7294173,25.31927359,40470.71155,,,,
48912,0.808594,325.3614407,22.19042149,,,,,
48913,0.861328,325.4906006,22.23863328,,,,,
48914,0.914551,325.9072564,22.42524349,26718.10283,,,,
48915,0.75293,327.3512876,22.63588018,15601.03702,,,,
48916,0.828613,328.5397452,23.00513744,17009.43509,,,,
48917,0.851074,329.7605692,23.41684816,7504.856817,,,,
48918,0.88916,329.9107994,23.43961438,14611.71793,,,,
48919,0.71582,334.2205593,24.47262598,30646.93793,,,,
48920,0.849609,334.4871424,24.37112389,,,,,
48921,0.773926,339.0132985,25.33816659,55351.82841,,,,
48922,0.927734,339.483209,25.37602689,11374.69235,,,,
48923,0.682129,339.6943827,25.49886381,5335.84992,,,,
48924,0.892578,340.3648962,25.70059495,42891.50427,,,,
48925,0.867676,349.5098735,27.0391532,13200.82236,8620.3,3.342793,-1.955275,N
48926,0.898438,352.383355,27.19330226,9706.458652,,,,
48927,0.748535,328.8596487,23.67285898,10653.3167,,,,
48928,0.822266,328.8906501,23.59380266,,,,,
48929,0.893066,330.9236706,23.97731689,34166.91494,,,,
48930,0.866699,333.2549295,24.61025863,16489.40979,,,,
48931,0.753418,333.6525865,24.69903889,9751.970964,,,,
48932,0.899414,333.8994213,24.88370627,14795.06661,,,,
48933,0.873535,336.0475638,25.15840649,31330.52486,,,,
48934,0.856445,338.5056758,25.84018423,24947.48889,,,,
48935,0.927734,342.0177436,26.37379199,40754.09653,,,,
48936,0.644531,345.3673127,26.87934171,,,,,
48937,0.711426,351.1428206,27.6068089,53175.25051,,,,
48938,0.795898,352.1261841,27.61075766,34369.82337,,,,
48939,0.866699,352.0347504,27.6081994,23719.35774,,,,
48940,0.789062,353.8518466,27.70400972,22681.74112,,,,
48941,0.895508,353.8806931,27.72351751,17134.43226,,,,
48942,0.650391,357.6963412,28.05869777,71605.58904,,,,
48943,0.886719,357.6828729,28.06031328,45440.69891,,,,
48944,0.833984,325.4594614,23.03508111,48932.8423,,,,
48945,0.907227,325.5530894,23.19530797,19640.05384,,,,
48946,0.931641,325.6884385,23.06415473,21530.57948,,,,
48947,0.830566,325.7436084,23.13180078,46408.08923,,,,
48948,0.683105,331.8564123,24.66908645,24982.5626,,,,
48949,0.910645,336.0732633,25.63926161,36120.13719,,,,
48950,0.897461,337.7169646,26.00174698,30693.51815,,,,
48951,0.81543,340.2413386,26.39509561,46620.00088,,,,
48952,0.900879,345.9976677,27.44944242,10460.00163,9410.9,3.227276,-1.466451,N
48953,0.69043,351.6931744,28.01366213,86637.0513,,,,
48954,0.753418,350.8070267,30.58664076,40766.54807,,,,
48955,0.896973,355.0518966,30.90910344,,,,,
48956,0.633301,357.4845662,31.15572933,,,,,
48957,0.708984,357.3914328,31.05797884,13437.95479,,,,
48958,0.89209,358.417667,31.172187,35456.6301,,,,
48959,0.825684,358.8155919,31.09333682,38067.17606,,,,
48960,0.951172,7.970645939,31.3210203,17237.71465,9042.530947,3.469880112,-1.49001563,N
48961,0.820801,8.897250262,31.2903323,8297.727574,9198.572109,3.411721816,-1.504531349,N
48962,0.880859,9.869054366,31.18998948,11158.7806,,,,
48963,0.663574,10.73204557,31.28163388,,,,,
48964,0.850586,10.78927771,31.29981488,10449.39944,,,,
48965,0.802734,350.4383894,30.89447952,7747.868451,,,,
48966,0.90918,2.829047905,31.75480714,12480.12393,9071.212101,3.343556932,-1.363880217,
48967,0.844238,6.071793982,31.85724233,14984.69689,7934.2,3.607672,-1.090942,N
48968,0.775879,12.64730043,31.63837476,,,,,
48969,0.883789,12.69588683,31.6170968,29824.37255,,,,
48970,0.607422,20.9318458,30.76796058,62170.04587,,,,
48971,0.916992,350.7457883,31.29876248,,,,,
48972,0.887695,0.961831422,32.14430983,14810.55454,,,,
48973,0.902832,3.921142049,32.12511095,15968.89189,,,,
48974,0.936035,7.82391918,32.19751324,27814.36649,,,,
48975,0.849121,11.03498301,32.06052613,8551.030581,,,,
48976,0.933594,11.72154612,31.91947965,17754.94208,,,,
48977,0.852051,17.98817665,31.60900211,,,,,
48978,0.694336,350.2252926,31.82111736,64175.08794,,,,
48979,0.854492,351.1184081,31.92756861,36125.00524,,,,
48980,0.783691,351.7327275,31.82826249,17133.72536,,,,
48981,0.727539,353.5419329,32.02081134,47732.97721,,,,
48982,0.866699,353.5438305,32.06467073,42642.81219,,,,
48983,0.854004,355.2489034,32.26696014,6592.12225,,,,
48984,0.725586,357.778688,32.30773618,,,,,
48985,0.842773,4.344735156,32.56512399,55092.79516,,,,
48986,0.930664,6.75808838,32.52602281,11603.80514,9054,3.722336,0.15062,
48987,0.921387,8.465211915,32.6129032,15714.17152,,,,
48988,0.634766,9.826953746,32.40359263,65351.31517,,,,
48989,0.871582,16.95102313,32.05798019,48361.12538,,,,
48990,0.791992,350.2189021,32.13498714,52460.13348,,,,
48991,0.975586,352.4748584,32.40211549,17178.22933,8523.2,3.31596,-1.973059,N
48992,0.848145,355.8333697,32.77702195,18300.71363,8009.1,4.478007,-0.076806,N
48993,0.963379,357.262899,32.79681729,22536.66285,,,,
48994,0.912109,4.933351799,32.94127173,11459.44806,,,,
48995,0.693359,5.273215421,32.93088926,26237.33357,,,,
48996,0.885254,6.544698288,32.94049489,13793.06736,9200.1,4.184916,-0.792519,
48997,0.85791,16.63450517,32.37790498,26771.26423,7321.7,3.121658,-2.26422,
48998,0.949707,17.21994618,32.45621731,23980.59918,9190.9,3.920319,1.14481,
48999,0.79834,17.91630218,32.43782504,6052.829617,10219.1,3.561553,-1.596132,N
49000,0.946777,18.3128775,32.26527658,28115.93658,,,,
49001,0.887207,18.84210964,32.22078652,51229.55075,9624.516997,3.400408654,-1.52122149,
49002,0.887207,348.1611281,32.37679823,,,,,
49003,0.893555,348.2947339,32.28379189,26798.90571,,,,
49004,0.947754,1.939505309,33.31850873,15431.88032,,,,
49005,0.691406,2.339183167,33.51029103,14372.7601,8921.125343,3.420889222,-1.503149698,N
49006,0.936035,6.208291984,33.42330591,28281.26059,,,,
49007,0.913574,10.00795126,33.34910578,7820.577761,9849.6,3.12911,-1.884514,
49008,0.953125,11.49515595,33.31047743,20782.36237,,,,
49009,0.80957,12.58601705,33.32156922,13912.95202,,,,
49010,0.914551,12.4993859,33.15028751,32268.64793,,,,
49011,0.950195,18.19859813,32.70307332,15188.58864,8781.1,3.672243,-2.017832,N
49012,0.924316,12.788202,31.22502282,25729.03393,,,,
49013,0.663574,23.18113759,30.25636533,,,,,
49014,0.691406,23.19034091,30.18122724,,,,,
49015,0.896973,26.33301803,29.74947984,14820.51422,,,,
49016,0.656738,30.10620175,28.99616649,6938.681887,9852.7,3.906689,-1.58297,N
49017,0.828613,34.71832638,27.86852697,20051.72529,,,,
49018,0.790039,15.3984843,31.62325835,57070.58094,,,,
49019,0.814453,17.97176798,31.35262414,15527.6561,8879.2,5.022489,-9,
49020,0.739746,21.19591962,30.95176501,,,,,
49021,0.893066,21.99345673,30.8964684,34750.67863,,,,
49022,0.917969,22.41138286,30.82591849,28832.59109,,,,
49023,0.909668,25.16664065,30.43355056,11990.6258,,,,
49024,0.778809,26.30822186,30.13784097,6894.564915,12664,5.622966,-9,
49025,0.883301,29.0383365,29.62612031,15521.71658,9453.926981,3.510317992,-1.383707935,
49026,0.91748,29.00366755,29.67075726,,,,,
49027,0.914551,32.19451782,28.99901364,12110.37062,,,,
49028,0.724609,15.19762786,31.89414887,43674.72241,,,,
49029,0.862305,15.16437388,31.92137939,7635.064721,,,,
49030,0.927734,17.38044694,31.83693174,31293.48859,,,,
49031,0.623535,19.44125586,31.4682923,8908.479837,8484.376979,3.425223728,-1.139887722,
49032,0.685059,19.41606127,31.51547751,55149.35986,8507.056973,4.004328502,-1.94693391,
49033,0.688965,23.81402853,30.98344866,62651.53873,,,,
49034,0.914062,30.56677349,30.15338803,10887.16863,8887.576105,4.082604395,-1.881608919,
